PERIODO,FACULTAD,PROGRAMA,GENERO,FORMACION,VINCULACION,DEDICACION,CARGO,CATEGORIA
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,40,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,40,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,40,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,204,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,272,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,20,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,20,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,150,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,40,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,110,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,130,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,270,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,PREGRADO,CATEDRÁTICOS,128,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,40,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,20,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,40,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,80,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,60,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,100,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,170,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,80,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,90,DOCENTE,ASOCIADO
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,120,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,110,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,60,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,PREGRADO,CATEDRÁTICOS,110,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,50,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,80,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,210,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,96,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,190,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,230,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,20,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,ESPECIALIZACION,CATEDRÁTICOS,168,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,60,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,40,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,80,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,50,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,110,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,110,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,50,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,ESPECIALIZACION,CATEDRÁTICOS,80,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,70,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,PREGRADO,CATEDRÁTICOS,90,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,50,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,130,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,40,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,130,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,70,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,ESPECIALIZACION,CATEDRÁTICOS,242,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,80,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,40,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,50,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,50,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,100,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,60,DOCENTE,AUXILIAR
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,252,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,60,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,266,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,242,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,100,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,264,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,120,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,40,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,PREGRADO,CATEDRÁTICOS,148,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Hombre,MAESTRIA,CATEDRÁTICOS,210,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,218,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,210,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,ESPECIALIZACION,CATEDRÁTICOS,236,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,244,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,246,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,267,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,218,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,264,DOCENTE,Auxiliar
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,MAESTRIA,CATEDRÁTICOS,100,DOCENTE,Asistente
2020-1,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS DISTANCIA,Mujer,PREGRADO,CATEDRÁTICOS,196,DOCENTE,Auxiliar
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,68,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,204,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,4,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,204,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,102,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,68,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,102,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,ASOCIADO
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,PREGRADO,CATEDRÁTICOS,68,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,272,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,204,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,PREGRADO,CATEDRÁTICOS,68,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,PREGRADO,CATEDRÁTICOS,204,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,ESPECIALIZACION,CATEDRÁTICOS,68,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Mujer,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,AUXILIAR
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,272,DOCENTE,ASISTENTE
2019-2,CIENCIAS ECONOMICAS ADMINISTRATIVAS Y CONTABLES,ADMINISTRACION DE NEGOCIOS PRESENCIAL,Hombre,ESPECIALIZACION,CATEDRÁTICOS,68,DOCENTE,AUXILIAR
