PERIODO,FACULTAD,PROGRAMA,GENERO,FORMACION,VINCULACION,DEDICACION,CARGO,CATEGORIA
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,ESPECIALIZACION,CATEDRÁTICOS,192,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,232,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,204,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,ESPECIALIZACION,CATEDRÁTICOS,252,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,ESPECIALIZACION,CATEDRÁTICOS,272,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CATEDRÁTICOS,272,DOCENTE,ASOCIADO
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,176,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,272,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,62,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,204,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,260,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,224,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,196,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,AUXILIAR
2019-2,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,236,DOCENTE,AUXILIAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,TITULAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,TITULAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,TITULAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,TITULAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,164,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,232,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,224,DOCENTE,Asistente
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,232,DOCENTE,Asistente
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,54,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,ESPECIALIZACION,CATEDRÁTICOS,272,DOCENTE,Asistente
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CATEDRÁTICOS,272,DOCENTE,ASOCIADO
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,136,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,68,DOCENTE,Asistente
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,ESPECIALIZACION,CATEDRÁTICOS,68,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,176,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,148,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,108,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,MAESTRIA,CATEDRÁTICOS,260,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,192,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,128,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,MAESTRIA,CATEDRÁTICOS,232,DOCENTE,Auxiliar
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Hombre,PREGRADO,CATEDRÁTICOS,136,DOCENTE,Asistente
2020-1,INGENIERIA,INGENIERIA SISTEMAS,Mujer,PREGRADO,CATEDRÁTICOS,252,DOCENTE,Auxiliar
2019-2,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Hombre,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Hombre,ESPECIALIZACION,CATEDRÁTICOS,120,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Hombre,PREGRADO,CATEDRÁTICOS,120,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Mujer,PREGRADO,CATEDRÁTICOS,160,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Hombre,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Hombre,PREGRADO,CATEDRÁTICOS,160,DOCENTE,Asistente
2020-1,EDUCACION,LIC EN CIENCIAS SOCIALES CON ENFASIS EN EDUCACION BASICA,Mujer,PREGRADO,CATEDRÁTICOS,220,DOCENTE,Auxiliar
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,TITULAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,TITULAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,ESPECIALIZACION,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CATEDRÁTICOS,272,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,258,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,261,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,60,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,153,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,260,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,204,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,238,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,ESPECIALIZACION,CATEDRÁTICOS,184,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,241,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,234,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,258,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,36,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,153,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,170,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,CATEDRÁTICOS,272,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,255,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,272,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,255,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,221,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,258,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,133,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,239,DOCENTE,ASISTENTE
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,238,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,60,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,204,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,145,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,224,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,261,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,238,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,126,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,153,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,272,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,269,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,PREGRADO,CATEDRÁTICOS,140,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,186,DOCENTE,AUXILIAR
2019-2,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,PREGRADO,CATEDRÁTICOS,136,DOCENTE,ASISTENTE
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,AUXILIAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,TITULAR
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Mujer,MAESTRIA,PLANTA,Tiempo Completo,DOCENTE,ASISTENTE
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,DOCTORADO,PLANTA,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
2020-1,EDUCACION,LIC.  EN LENGUAS MODERNAS CON ENFASIS EN INGLES Y FRANCES,Hombre,MAESTRIA,CONTRATO,Tiempo Completo,DOCENTE,ASOCIADO
